material_id,formula,composition,structure,band_gap,functional,passes_topology,b_site_elements,anion_elements,n_candidate_b_sites,n_edge_or_face_sharing_pairs,disambiguated_by_bond_length,error,a_site_elements,a_site_mean_cn,a_site_cn_plausible,a_site_element,b_site_element,x_site_element,a_oxi_state,b_oxi_state,x_oxi_state,oxi_error,b_site_cn,x_site_cn,a_site_cn,a_site_radius,a_site_radius_method,b_site_radius,b_site_radius_method,x_site_radius,x_site_radius_method
mp-20641,MnCoO3,Mn1 Co1 O3,"Full Formula (Mn2 Co2 O6)
Reduced Formula: MnCoO3
abc   :   5.389501   5.389091   5.389665
angles:  54.391891  54.384991  54.384570
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0.8421    0.842096  0.842123
  1  Mn    0.157892  0.157908  0.157879
  2  Co    0.642476  0.642415  0.642399
  3  Co    0.357596  0.357576  0.357566
  4  O     0.774343  0.43888   0.053222
  5  O     0.438872  0.053143  0.774396
  6  O     0.053122  0.77437   0.438866
  7  O     0.225627  0.561126  0.946794
  8  O     0.946856  0.225611  0.561147
  9  O     0.561118  0.946874  0.225605",0.0,GGA+U Static,True,['Mn'],['O'],4,0,True,,['Co'],{'Co': 6.0},True,Co,Mn,O,4.0,2.0,-2.0,,6.0,4.0,6.0,0.53,shannon_exact_cn,0.96,shannon_fallback_cn,1.38,shannon_exact_cn
mp-1176435,MnGaO3,Mn1 Ga1 O3,"Full Formula (Mn2 Ga2 O6)
Reduced Formula: MnGaO3
abc   :   3.271002   3.271002  11.837017
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0         0         0            4.158
  1  Mn    0         0         0.5          4.162
  2  Ga    0.333333  0.666667  0.75         0.02
  3  Ga    0.666667  0.333333  0.25         0.02
  4  O     0         0         0.25         0.006
  5  O     0         0         0.75         0.006
  6  O     0.333333  0.666667  0.579862    -0.139
  7  O     0.333333  0.666667  0.920138    -0.141
  8  O     0.666667  0.333333  0.420138    -0.139
  9  O     0.666667  0.333333  0.079862    -0.141",1.2823000000000002,GGA+U Static,True,['Ga'],['O'],4,0,True,,['Mn'],{'Mn': 6.0},True,Mn,Ga,O,3.0,3.0,-2.0,,5.0,3.6666666666666665,6.0,0.785,average_ionic_radius,0.55,shannon_exact_cn,1.38,shannon_exact_cn
mp-1080187,MnHgO3,Mn1 Hg1 O3,"Full Formula (Mn1 Hg1 O3)
Reduced Formula: MnHgO3
abc   :   3.886539   3.886539   3.886539
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mn    0.5  0.5  0.5     3.265
  1  Hg    0    0    0       0.041
  2  O     0.5  0.5  0       0.006
  3  O     0.5  0    0.5     0.006
  4  O     0    0.5  0.5     0.006",0.0,GGA+U Static,True,['Mn'],['O'],1,0,False,,['Hg'],{'Hg': 12.0},True,Hg,Mn,O,2.0,4.0,-2.0,,6.0,2.0,12.0,1.02,shannon_fallback_cn,0.53,shannon_exact_cn,1.35,shannon_exact_cn
mp-28912,MnInBr3,Mn1 In1 Br3,"Full Formula (Mn4 In4 Br12)
Reduced Formula: MnInBr3
abc   :   3.976855   9.542344  15.362618
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Mn    0.25  0.161753  0.555002     4.515
  1  Mn    0.75  0.838247  0.444998     4.515
  2  Mn    0.25  0.661753  0.944998     4.515
  3  Mn    0.75  0.338247  0.055002     4.515
  4  In    0.25  0.470946  0.324903     0.009
  5  In    0.75  0.529054  0.675097     0.009
  6  In    0.25  0.970946  0.175097     0.009
  7  In    0.75  0.029054  0.824903     0.009
  8  Br    0.75  0.478668  0.898598     0.069
  9  Br    0.25  0.521332  0.101402     0.069
 10  Br    0.75  0.978668  0.601402     0.069
 11  Br    0.25  0.021333  0.398598     0.069
 12  Br    0.75  0.826037  0.002578     0.056
 13  Br    0.25  0.173963  0.997422     0.056
 14  Br    0.75  0.326037  0.497422     0.056
 15  Br    0.25  0.673963  0.502578     0.056
 16  Br    0.75  0.223121  0.20895      0.034
 17  Br    0.25  0.776879  0.79105      0.034
 18  Br    0.75  0.723121  0.29105      0.034
 19  Br    0.25  0.276879  0.70895      0.034",1.6242,GGA Static,True,['Mn'],['Br'],4,0,False,,['In'],{'In': 2.0},False,In,Mn,Br,1.0,2.0,-1.0,,6.0,2.6666666666666665,2.0,1.55,atomic_radius,0.96,shannon_fallback_cn,1.96,shannon_fallback_cn
mp-998241,MnInF3,Mn1 In1 F3,"Full Formula (Mn1 In1 F3)
Reduced Formula: MnInF3
abc   :   4.309147   4.311111   4.313221
angles:  89.799871  89.525499  89.929947
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.487477  0.49851   0.494937     4.7
  1  In    0.996044  0.996466  0.990614    -0.002
  2  F     0.482761  0.999274  0.49929      0.039
  3  F     0.9866    0.505561  0.508586     0.039
  4  F     0.487118  0.500184  0.996575     0.039",2.4764999999999997,GGA+U Static,True,['Mn'],['F'],1,0,False,,['In'],{'In': 0.0},False,In,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,1.55,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-1099572,MnInF3,Mn1 In1 F3,"Full Formula (Mn1 In1 F3)
Reduced Formula: MnInF3
abc   :   4.308034   4.308927   4.309700
angles:  89.898533  89.721965  89.958207
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.488249  0.498562  0.495029     4.7
  1  In    0.994926  0.996346  0.990508    -0.002
  2  F     0.482817  0.999331  0.499761     0.039
  3  F     0.987352  0.505279  0.508084     0.039
  4  F     0.486656  0.500476  0.996621     0.039",0.001000000000000334,GGA+U Static,True,['Mn'],['F'],1,0,False,,['In'],{'In': 0.0},False,In,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,1.55,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-1422819,MnInF3,Mn1 In1 F3,"Full Formula (Mn1 In1 F3)
Reduced Formula: MnInF3
abc   :   4.306319   4.306319   4.306320
angles:  90.038692  90.038692  90.038705
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.511751  0.511751  0.511751     4.7
  1  In    0.00728   0.00728   0.00728     -0.002
  2  F     0.01252   0.516833  0.516833     0.053
  3  F     0.516833  0.516833  0.01252      0.02
  4  F     0.516833  0.01252   0.516833     0.046",2.4617000000000004,GGA+U Static,True,['Mn'],['F'],1,0,False,,['In'],{'In': 0.0},False,In,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,1.55,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-550807,MnInO3,Mn1 In1 O3,"Full Formula (Mn2 In2 O6)
Reduced Formula: MnInO3
abc   :   3.461332   3.462840  11.825444
angles:  90.000094  89.999696  60.013767
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.333213  0.333587  0.250001     3.938
  1  Mn    0.666791  0.666418  0.749998     3.94
  2  In    0.999998  2e-06     0.5          0.023
  3  In    0         1e-06     0            0.023
  4  O     0.333307  0.333375  0.415472    -0.045
  5  O     0.666687  0.666625  0.584526    -0.045
  6  O     0.666692  0.666624  0.915474    -0.045
  7  O     0.333308  0.333376  0.084527    -0.045
  8  O     0.000103  0.999789  0.25        -0.014
  9  O     0.9999    0.000203  0.750001    -0.014",0.0,GGA+U Static,True,['Mn'],['O'],4,0,True,,['In'],{'In': 6.0},True,In,Mn,O,3.0,3.0,-2.0,,5.0,3.6666666666666665,6.0,0.8,shannon_exact_cn,0.58,shannon_exact_cn,1.38,shannon_exact_cn
mp-882825,MnInO3,Mn1 In1 O3,"Full Formula (Mn6 In6 O18)
Reduced Formula: MnInO3
abc   :   5.909193  11.539088   5.909203
angles:  90.000247  60.175201  89.999778
pbc   :       True       True       True
Sites (30)
  #  SP            a         b          c    magmom
---  ----  ---------  --------  ---------  --------
  0  Mn     0.999459  0.507321   0.335        3.744
  1  Mn     0.664999  0.507321   0.000541     3.744
  2  Mn     0.666251  0.007428   0.33375      3.746
  3  Mn     0.333745  0.507421   0.666256     3.744
  4  Mn     0.000538  0.007328   0.665005     3.747
  5  Mn     0.334995  0.007328   0.999462     3.747
  6  In     0.999795  0.237556   0.000207     0.033
  7  In     0.000219  0.73762    0.99978      0.033
  8  In     0.666528  0.268274   0.66684      0.031
  9  In     0.333161  0.268274   0.33347      0.031
 10  In     0.333469  0.768325   0.333149     0.031
 11  In     0.666839  0.768326   0.666543     0.031
 12  O      0.001373  0.528884   0.998628     0.062
 13  O      0.998644  0.028889   0.001356     0.063
 14  O      0.667949  0.495035   0.665321     0.06
 15  O      0.334679  0.495035   0.332052     0.06
 16  O      0.332058  0.995037   0.334666     0.061
 17  O      0.665334  0.995036   0.667941     0.061
 18  O      0.313394  0.342525   0.686606    -0.009
 19  O      0.999663  0.342477   0.314195    -0.009
 20  O      0.685805  0.342477   0.000339    -0.009
 21  O      0.68661   0.842487   0.313387    -0.009
 22  O      0.000329  0.842442   0.685809    -0.009
 23  O      0.314192  0.842441   0.999672    -0.009
 24  O      0.64534   0.172093   0.354661    -0.007
 25  O      6.9e-05   0.172008   0.645454    -0.006
 26  O      0.354546  0.172008  -6.8e-05     -0.006
 27  O      0.354653  0.672055   0.645348    -0.007
 28  O     -7.7e-05   0.671973   0.354554    -0.006
 29  O      0.645446  0.671974   7.4e-05     -0.006",0.9206999999999992,GGA+U Static,True,['Mn'],['O'],12,0,True,,['In'],{'In': 7.0},True,In,Mn,O,3.0,3.0,-2.0,,5.0,3.7777777777777777,7.0,0.8,shannon_fallback_cn,0.58,shannon_exact_cn,1.38,shannon_exact_cn
mp-1193780,MnInO3,Mn1 In1 O3,"Full Formula (Mn6 In6 O18)
Reduced Formula: MnInO3
abc   :   6.007907   6.007761  11.654886
angles:  90.024362  90.024148  60.029488
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.331296  0.668709  0.750004    -3.775
  1  Mn    0.331482  6.7e-05   0.249968    -3.851
  2  Mn    0.999927  0.668521  0.250041    -3.851
  3  Mn    5.9e-05   0.331486  0.74996      3.851
  4  Mn    0.668504  0.999953  0.750032     3.851
  5  Mn    0.668731  0.331259  0.25         3.775
  6  In    0.999979  1.2e-05   0.49999      0
  7  In    0.999993  1e-06     7e-06        0
  8  In    0.666681  0.666683  0.01869     -0.004
  9  In    0.666681  0.666695  0.518692     0.004
 10  In    0.333319  0.333301  0.981317     0.004
 11  In    0.333319  0.333327  0.481299    -0.004
 12  O     0.999675  0.000322  0.750001    -0.002
 13  O     0.000338  0.999658  0.249999     0.002
 14  O     0.667053  0.666067  0.227162     0.001
 15  O     0.666081  0.667056  0.727163    -0.001
 16  O     0.332936  0.333933  0.77284     -0.001
 17  O     0.333936  0.332946  0.272834     0.001
 18  O     0.025087  0.319572  0.584553    -0.042
 19  O     0.65537   0.024914  0.584501    -0.04
 20  O     0.319678  0.655098  0.584677     0.049
 21  O     0.319576  0.025086  0.084552     0.042
 22  O     0.655095  0.319667  0.084675    -0.049
 23  O     0.024907  0.655369  0.084492     0.04
 24  O     0.974901  0.680436  0.415443     0.042
 25  O     0.344634  0.975096  0.415503     0.04
 26  O     0.680338  0.344902  0.415324    -0.049
 27  O     0.680428  0.974915  0.915449    -0.042
 28  O     0.344909  0.68032   0.915328     0.049
 29  O     0.975085  0.344629  0.915506    -0.04",0.8029999999999999,GGA+U Static,True,['Mn'],['O'],12,0,True,,['In'],{'In': 6.666666666666667},True,In,Mn,O,3.0,3.0,-2.0,,5.0,3.888888888888889,6.666666666666667,0.8,shannon_fallback_cn,0.58,shannon_exact_cn,1.38,shannon_exact_cn
mp-2767681,MnInO3,Mn1 In1 O3,"Full Formula (Mn6 In6 O18)
Reduced Formula: MnInO3
abc   :   5.960513   5.960523  11.569349
angles:  90.009009  90.008631  58.262083
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Mn     0.336922   0.663081  0.750006     3.734
  1  Mn     0.32733    0.004869  0.250953     3.737
  2  Mn     0.995131   0.672688  0.249036     3.737
  3  Mn     0.00488    0.327303  0.750961     3.738
  4  Mn     0.672679   0.995125  0.749049     3.738
  5  Mn     0.663062   0.336933  0.249992     3.733
  6  In    -2e-06      1e-06     0.499989     0.03
  7  In    -1e-06      3e-06     6e-06        0.03
  8  In     0.667226   0.666133  0.017135     0.031
  9  In     0.666132   0.667222  0.517137     0.031
 10  In     0.332779   0.333867  0.98287      0.031
 11  In     0.333868   0.332774  0.482866     0.031
 12  O     -0.01852    0.01852   0.750002     0.066
 13  O      0.018542  -0.018542  0.250003     0.066
 14  O      0.686053   0.647137  0.231173     0.064
 15  O      0.647151   0.686045  0.731192     0.064
 16  O      0.313958   0.352848  0.768806     0.064
 17  O      0.352863   0.31395   0.268823     0.064
 18  O      0.023585   0.320742  0.586131    -0.005
 19  O      0.659214   0.020332  0.584431    -0.005
 20  O      0.322667   0.653281  0.585485    -0.006
 21  O      0.32077    0.023525  0.086156    -0.005
 22  O      0.653302   0.322703  0.085505    -0.006
 23  O      0.020258   0.659247  0.084455    -0.005
 24  O      0.976458   0.679233  0.413845    -0.005
 25  O      0.340763   0.979734  0.415551    -0.005
 26  O      0.677293   0.346707  0.414489    -0.006
 27  O      0.679242   0.976425  0.913866    -0.005
 28  O      0.346721   0.677329  0.914517    -0.006
 29  O      0.979673   0.340784  0.915571    -0.005",0.28329999999999966,,True,['Mn'],['O'],12,0,True,,['In'],{'In': 6.666666666666667},True,In,Mn,O,3.0,3.0,-2.0,,5.0,3.888888888888889,6.666666666666667,0.8,shannon_fallback_cn,0.58,shannon_exact_cn,1.38,shannon_exact_cn
mp-1069129,MnNCl3,Mn1 N1 Cl3,"Full Formula (Mn1 N1 Cl3)
Reduced Formula: MnNCl3
abc   :   4.504298   4.504298   4.504298
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mn    0.5  0.5  0.5     3.492
  1  N     0    0    0      -1.886
  2  Cl    0.5  0    0.5     0.026
  3  Cl    0    0.5  0.5     0.026
  4  Cl    0.5  0.5  0       0.026",0.0,GGA Static,True,['Mn'],"['Cl', 'N']",1,0,False,,,,,,Mn,,,,,non_single_element_site_assignment,6.0,,,1.12,dataset_median_site_role,0.96,typical_oxi_shannon_fallback_cn,1.38,dataset_median_site_role
mp-1180177,MnNCl3,Mn1 N1 Cl3,"Full Formula (Mn4 N4 Cl12)
Reduced Formula: MnNCl3
abc   :   6.643195   6.643195   9.495138
angles:  90.000000  90.000000  90.342962
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.5       0         0.5          3.748
  1  Mn    0         0.5       0.5          3.748
  2  Mn    0.5       0         0            3.748
  3  Mn    0         0.5       0            3.748
  4  N     0.986159  0.013841  0.25         1.895
  5  N     0.013841  0.986159  0.75         1.895
  6  N     0.486082  0.513918  0.25         1.898
  7  N     0.513917  0.486082  0.75         1.898
  8  Cl    0.519874  0.017172  0.25         0.06
  9  Cl    0.017172  0.519874  0.75         0.06
 10  Cl    0.480126  0.982828  0.75         0.06
 11  Cl    0.982828  0.480126  0.25         0.06
 12  Cl    0.704213  0.704213  0.5          0.046
 13  Cl    0.704213  0.704213  0            0.046
 14  Cl    0.295787  0.295787  0.5          0.046
 15  Cl    0.295787  0.295787  0            0.046
 16  Cl    0.791939  0.208061  0.518072     0.046
 17  Cl    0.208061  0.791939  0.481928     0.046
 18  Cl    0.791939  0.208061  0.981928     0.046
 19  Cl    0.208061  0.791939  0.018072     0.046",0.0,GGA Static,True,['Mn'],"['Cl', 'N']",4,0,False,,,,,,Mn,,,,,non_single_element_site_assignment,6.0,,,1.12,dataset_median_site_role,0.96,typical_oxi_shannon_fallback_cn,1.38,dataset_median_site_role
mp-1190482,MnNCl3,Mn1 N1 Cl3,"Full Formula (Mn4 N4 Cl12)
Reduced Formula: MnNCl3
abc   :   6.947821   7.300399   8.620924
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.5       0         0           -4.312
  1  Mn    0         0.5       0.5          4.312
  2  Mn    0.5       0         0.5          4.312
  3  Mn    0         0.5       0           -4.312
  4  N     0.434041  0.416769  0.25        -0
  5  N     0.934041  0.083231  0.25        -0
  6  N     0.565959  0.583231  0.75        -0
  7  N     0.065959  0.916769  0.75        -0
  8  Cl    0.948341  0.618651  0.25         0
  9  Cl    0.448341  0.881349  0.25        -0
 10  Cl    0.051659  0.381349  0.75         0
 11  Cl    0.551659  0.118651  0.75        -0
 12  Cl    0.175121  0.826038  0.917059    -0.039
 13  Cl    0.675121  0.673962  0.582941     0.039
 14  Cl    0.824879  0.173962  0.417059     0.039
 15  Cl    0.324879  0.326038  0.082941    -0.039
 16  Cl    0.824879  0.173962  0.082941    -0.039
 17  Cl    0.324879  0.326038  0.417059     0.039
 18  Cl    0.175121  0.826038  0.582941     0.039
 19  Cl    0.675121  0.673962  0.917059    -0.039",0.0,GGA Static,True,['Mn'],"['Cl', 'N']",4,0,False,,,,,,Mn,,,,,non_single_element_site_assignment,6.0,,,1.12,dataset_median_site_role,0.96,typical_oxi_shannon_fallback_cn,1.38,dataset_median_site_role
mp-1069166,MnNF3,Mn1 N1 F3,"Full Formula (Mn1 N1 F3)
Reduced Formula: MnNF3
abc   :   3.983070   3.983070   3.983070
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mn    0.5  0.5  0.5     1.753
  1  N     0    0    0      -1.931
  2  F     0.5  0.5  0       0.017
  3  F     0.5  0    0.5     0.017
  4  F     0    0.5  0.5     0.017",0.0,GGA+U Static,True,['Mn'],['F'],1,0,False,,['N'],{'N': 0.0},False,N,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,0.65,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-1078939,MnNF3,Mn1 N1 F3,"Full Formula (Mn2 N2 F6)
Reduced Formula: MnNF3
abc   :   3.938740   5.671741   5.717897
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP      a         b         c    magmom
---  ----  ---  --------  --------  --------
  0  Mn    0    0.5       0.5          3.939
  1  Mn    0    0         0            3.939
  2  N     0.5  0         0.5          1.912
  3  N     0.5  0.5       0            1.912
  4  F     0    0.254922  0.279173     0.041
  5  F     0    0.754922  0.220827     0.041
  6  F     0    0.745078  0.720827     0.041
  7  F     0    0.245078  0.779173     0.041
  8  F     0.5  0.5       0.5          0.034
  9  F     0.5  0         0            0.034",0.0,GGA+U Static,True,['Mn'],['F'],2,0,False,,['N'],{'N': 0.0},False,N,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,0.65,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-1180159,MnNF3,Mn1 N1 F3,"Full Formula (Mn2 N2 F6)
Reduced Formula: MnNF3
abc   :   5.694890   5.694890   3.957069
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Mn    0         0.5       0       3.942
  1  Mn    0.5       0         0       3.987
  2  N     0         0         0.5     1.907
  3  N     0.5       0.5       0.5     1.906
  4  F     0.765395  0.265395  0       0.039
  5  F     0.734605  0.765395  0       0.031
  6  F     0.234605  0.734605  0       0.039
  7  F     0.265395  0.234605  0       0.031
  8  F     0         0.5       0.5     0.027
  9  F     0.5       0         0.5     0.037",0.0,GGA+U Static,True,['Mn'],['F'],2,0,False,,['N'],{'N': 0.0},False,N,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,0.65,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-1180181,MnNF3,Mn1 N1 F3,"Full Formula (Mn4 N4 F12)
Reduced Formula: MnNF3
abc   :   5.704336   5.713075   7.904008
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  Mn    0.5       0.5       0           3.949
  1  Mn    0         0         0.5         3.949
  2  Mn    0.5       0.5       0.5         3.949
  3  Mn    0         0         0           3.949
  4  N     0.001636  0.498543  0.25        1.911
  5  N     0.501636  0.001457  0.25        1.911
  6  N     0.998364  0.501457  0.75        1.911
  7  N     0.498364  0.998543  0.75        1.911
  8  F     0.775619  0.757511  0.00614     0.038
  9  F     0.275619  0.742489  0.49386     0.038
 10  F     0.224381  0.242489  0.50614     0.038
 11  F     0.724381  0.257511  0.99386     0.038
 12  F     0.224381  0.242489  0.99386     0.038
 13  F     0.724381  0.257511  0.50614     0.038
 14  F     0.775619  0.757511  0.49386     0.038
 15  F     0.275619  0.742489  0.00614     0.038
 16  F     0.501447  0.488362  0.25        0.031
 17  F     0.001447  0.011638  0.25        0.031
 18  F     0.498553  0.511638  0.75        0.031
 19  F     0.998553  0.988362  0.75        0.031",0.0,GGA+U Static,True,['Mn'],['F'],4,0,False,,['N'],{'N': 0.0},False,N,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,0.65,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-1180187,MnNF3,Mn1 N1 F3,"Full Formula (Mn4 N4 F12)
Reduced Formula: MnNF3
abc   :   5.603628   5.658279   8.054709
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.5       0.5       0            4.015
  1  Mn    0         0         0.5          4.015
  2  Mn    0.5       0.5       0.5          4.015
  3  Mn    0         0         0            4.015
  4  N     0.002791  0.497477  0.25         1.894
  5  N     0.502791  0.002523  0.25         1.894
  6  N     0.997209  0.502523  0.75         1.894
  7  N     0.497209  0.997477  0.75         1.894
  8  F     0.749225  0.733245  0.004231     0.024
  9  F     0.249225  0.766755  0.495769     0.024
 10  F     0.250775  0.266755  0.504231     0.024
 11  F     0.750775  0.233245  0.995769     0.024
 12  F     0.250775  0.266755  0.995769     0.024
 13  F     0.750775  0.233245  0.504231     0.024
 14  F     0.749225  0.733245  0.495769     0.024
 15  F     0.249225  0.766755  0.004231     0.024
 16  F     0.500626  0.489729  0.25         0.029
 17  F     0.000626  0.010271  0.25         0.029
 18  F     0.499374  0.510271  0.75         0.029
 19  F     0.999374  0.989729  0.75         0.029",0.0,GGA+U Static,True,['Mn'],['F'],4,0,False,,['N'],{'N': 0.0},False,N,Mn,F,1.0,2.0,-1.0,,6.0,2.0,0.0,0.65,atomic_radius,0.96,shannon_fallback_cn,1.285,shannon_exact_cn
mp-8695,MnPSe3,Mn1 P1 Se3,"Full Formula (Mn2 P2 Se6)
Reduced Formula: MnPSe3
abc   :   7.831818   7.831816   7.831817
angles:  48.229035  48.229023  48.229029
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0.832383  0.832383  0.832383
  1  Mn    0.167617  0.167617  0.167617
  2  P     0.553579  0.553579  0.553579
  3  P     0.446421  0.446421  0.446421
  4  Se    0.415144  0.749414  0.088933
  5  Se    0.088933  0.415144  0.749414
  6  Se    0.749414  0.088933  0.415144
  7  Se    0.584856  0.250586  0.911067
  8  Se    0.911067  0.584856  0.250586
  9  Se    0.250586  0.911067  0.584856",0.0,GGA Static,True,['Mn'],['Se'],2,0,False,,['P'],{'P': 4.0},False,P,Mn,Se,4.0,2.0,-2.0,,6.0,3.0,4.0,1.0,atomic_radius,0.96,shannon_fallback_cn,1.98,shannon_fallback_cn
mp-37214,MnPbO3,Mn1 Pb1 O3,"Full Formula (Mn1 Pb1 O3)
Reduced Formula: MnPbO3
abc   :   3.914633   3.914633   3.914633
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Mn    0.5  0.5  0.5     3.459
  1  Pb    0    0    0      -0.053
  2  O     0    0.5  0.5    -0.148
  3  O     0.5  0    0.5    -0.148
  4  O     0.5  0.5  0      -0.148",0.0,GGA+U Static,True,['Mn'],['O'],1,0,False,,['Pb'],{'Pb': 12.0},True,Pb,Mn,O,2.0,4.0,-2.0,,6.0,2.0,12.0,1.49,shannon_exact_cn,0.53,shannon_exact_cn,1.35,shannon_exact_cn
mp-27818,MnSO3,Mn1 S1 O3,"Full Formula (Mn8 S8 O24)
Reduced Formula: MnSO3
abc   :  12.441068   5.496306   8.426419
angles:  79.684252  90.000000  90.000000
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.920434  0.667254  0.616729     4.666
  1  Mn    0.420434  0.332746  0.883271     4.666
  2  Mn    0.079566  0.332746  0.383271     4.666
  3  Mn    0.579566  0.667254  0.116729     4.666
  4  Mn    0.24596   0.884291  0.158223     4.666
  5  Mn    0.74596   0.115709  0.341777     4.666
  6  Mn    0.75404   0.115709  0.841777     4.666
  7  Mn    0.25404   0.884291  0.658223     4.666
  8  S     0.675773  0.52098   0.509269     0.02
  9  S     0.175773  0.47902   0.990731     0.02
 10  S     0.324227  0.47902   0.490731     0.02
 11  S     0.824227  0.52098   0.009269     0.02
 12  S     0.518576  0.913524  0.745383     0.02
 13  S     0.018576  0.086476  0.754617     0.02
 14  S     0.481424  0.086476  0.254617     0.02
 15  S     0.981424  0.913524  0.245383     0.02
 16  O     0.260784  0.266345  0.004015     0.028
 17  O     0.760784  0.733655  0.495985     0.028
 18  O     0.739216  0.733655  0.995985     0.028
 19  O     0.239216  0.266345  0.504015     0.028
 20  O     0.984593  0.670505  0.371585     0.026
 21  O     0.484593  0.329495  0.128415     0.026
 22  O     0.015407  0.329495  0.628415     0.026
 23  O     0.515407  0.670505  0.871585     0.026
 24  O     0.921185  0.095311  0.337301     0.026
 25  O     0.421185  0.904689  0.162699     0.026
 26  O     0.078815  0.904689  0.662699     0.026
 27  O     0.578815  0.095311  0.837301     0.026
 28  O     0.759706  0.281362  0.076201     0.03
 29  O     0.259706  0.718638  0.423799     0.03
 30  O     0.240294  0.718638  0.923799     0.03
 31  O     0.740294  0.281362  0.576201     0.03
 32  O     0.903551  0.974188  0.756134     0.026
 33  O     0.403551  0.025812  0.743866     0.026
 34  O     0.096449  0.025812  0.243866     0.026
 35  O     0.596449  0.974188  0.256134     0.026
 36  O     0.840417  0.473967  0.833979     0.03
 37  O     0.340417  0.526033  0.666021     0.03
 38  O     0.159583  0.526033  0.166021     0.03
 39  O     0.659583  0.473967  0.333979     0.03",4.0952,GGA+U Static,True,['Mn'],['O'],8,0,False,,['S'],{'S': 3.0},False,S,Mn,O,4.0,2.0,-2.0,,6.0,3.0,3.0,0.37,shannon_fallback_cn,0.96,shannon_fallback_cn,1.36,shannon_exact_cn
