material_id,formula,composition,structure,band_gap,functional
mp-28774,KSnF3,K1 Sn1 F3,"Full Formula (K8 Sn8 F24)
Reduced Formula: KSnF3
abc   :   7.978593   9.891078  10.219517
angles:  80.380847  72.367434  74.201705
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.53871   0.881483  0.364764        -0
  1  K     0.46129   0.118517  0.635236        -0
  2  K     0.05073   0.849218  0.393802        -0
  3  K     0.94927   0.150782  0.606198        -0
  4  K     0.745447  0.509794  0.490812        -0
  5  K     0.254553  0.490206  0.509188        -0
  6  K     0.742282  0.023218  0.986465        -0
  7  K     0.257718  0.976782  0.013535        -0
  8  Sn    0.546159  0.618105  0.142518        -0
  9  Sn    0.453841  0.381895  0.857482        -0
 10  Sn    0.028811  0.642403  0.126546        -0
 11  Sn    0.971189  0.357597  0.873454        -0
 12  Sn    0.270867  0.254669  0.251853        -0
 13  Sn    0.729133  0.745331  0.748147        -0
 14  Sn    0.793105  0.216537  0.254454        -0
 15  Sn    0.206895  0.783463  0.745546        -0
 16  F     0.384607  0.689183  0.327728         0
 17  F     0.615393  0.310817  0.672272         0
 18  F     0.567347  0.823912  0.072407        -0
 19  F     0.432653  0.176088  0.927593        -0
 20  F     0.938425  0.856651  0.157809        -0
 21  F     0.061575  0.143349  0.842191        -0
 22  F     0.057855  0.593858  0.323508        -0
 23  F     0.942145  0.406142  0.676492        -0
 24  F     0.743383  0.646221  0.249382         0
 25  F     0.256617  0.353779  0.750618         0
 26  F     0.285469  0.708775  0.089807         0
 27  F     0.714531  0.291225  0.910193         0
 28  F     0.232266  0.055321  0.259787         0
 29  F     0.767734  0.944679  0.740213         0
 30  F     0.260989  0.226007  0.456634        -0
 31  F     0.739011  0.773993  0.543366        -0
 32  F     0.040931  0.710133  0.64527         -0
 33  F     0.959069  0.289867  0.35473         -0
 34  F     0.445451  0.866209  0.764858        -0
 35  F     0.554549  0.133791  0.235142        -0
 36  F     0.231492  0.923855  0.5731           0
 37  F     0.768508  0.076145  0.4269           0
 38  F     0.410653  0.636888  0.636386         0
 39  F     0.589347  0.363112  0.363614         0",3.5114,GGA Static
mp-1097015,KSnI3,K1 Sn1 I3,"Full Formula (K4 Sn4 I12)
Reduced Formula: KSnI3
abc   :   4.708246  10.448782  16.997640
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  K     0.75  0.577304  0.172586         0
  1  K     0.25  0.422696  0.827414         0
  2  K     0.75  0.077304  0.327414         0
  3  K     0.25  0.922696  0.672586         0
  4  Sn    0.25  0.665021  0.441203         0
  5  Sn    0.75  0.334979  0.558797         0
  6  Sn    0.25  0.165021  0.058797         0
  7  Sn    0.75  0.834979  0.941203         0
  8  I     0.75  0.840525  0.511544         0
  9  I     0.25  0.159475  0.488456         0
 10  I     0.75  0.340525  0.988456         0
 11  I     0.25  0.659475  0.011544         0
 12  I     0.25  0.517173  0.620918         0
 13  I     0.75  0.482827  0.379082         0
 14  I     0.25  0.017173  0.879082         0
 15  I     0.75  0.982827  0.120918         0
 16  I     0.25  0.80433   0.287371        -0
 17  I     0.75  0.19567   0.712629        -0
 18  I     0.25  0.30433   0.212629        -0
 19  I     0.75  0.69567   0.787371        -0",2.3326000000000002,GGA Static
mp-1079672,KSnN3,K1 Sn1 N3,"Full Formula (K2 Sn2 N6)
Reduced Formula: KSnN3
abc   :   6.781988   6.781988   7.831292
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.666667  0.333333  0.105646     0.024
  1  K     0.333333  0.666667  0.894354     0.024
  2  Sn    0.666667  0.333333  0.619523     0.061
  3  Sn    0.333333  0.666667  0.380477     0.061
  4  N     0.91704   0.605741  0.773534     1.262
  5  N     0.394259  0.311299  0.773534     1.262
  6  N     0.688701  0.08296   0.773534     1.262
  7  N     0.08296   0.394259  0.226466     1.262
  8  N     0.605741  0.688701  0.226466     1.262
  9  N     0.311299  0.91704   0.226466     1.262",0.0,GGA Static
mp-1205548,KSrI3,K1 Sr1 I3,"Full Formula (K2 Sr2 I6)
Reduced Formula: KSrI3
abc   :   8.112890   8.112890  12.053442
angles:  90.000000  90.000000 145.975296
pbc   :       True       True       True
Sites (10)
  #  SP            a          b         c
---  ----  ---------  ---------  --------
  0  K      0.249969   0.750031  0.25
  1  K      0.750031   0.249969  0.75
  2  Sr    -0         -0         0
  3  Sr    -0         -0         0.5
  4  I      0.639552   0.360448  0.063462
  5  I      0.360448   0.639552  0.936538
  6  I      0.360448   0.639552  0.563462
  7  I      0.639552   0.360448  0.436538
  8  I      0.918694   0.081306  0.25
  9  I      0.081306   0.918694  0.75",4.2507,GGA Static
mp-1184959,KSrO3,K1 Sr1 O3,"Full Formula (K1 Sr1 O3)
Reduced Formula: KSrO3
abc   :   4.846730   4.846730   4.846730
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0      -0.005
  1  Sr    0.5  0.5  0.5    -0.001
  2  O     0.5  0.5  0       0.812
  3  O     0.5  0    0.5     0.812
  4  O     0    0.5  0.5     0.812",0.0,GGA Static
mp-3614,KTaO3,K1 Ta1 O3,"Full Formula (K1 Ta1 O3)
Reduced Formula: KTaO3
abc   :   3.994881   3.994881   3.994881
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  K      0.5   0.5   0.5
  1  Ta     0    -0     0
  2  O     -0     0.5  -0
  3  O     -0     0     0.5
  4  O      0.5  -0    -0",2.0976,GGA Static
mp-568318,KTaTe3,K1 Ta1 Te3,"Full Formula (K20 Ta20 Te60)
Reduced Formula: KTaTe3
abc   :  14.268809   7.986365  31.328616
angles:  89.924583  90.000000  90.000000
pbc   :       True       True       True
Sites (100)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.948194  0.281415  0.549559         0
  1  K     0.051806  0.718585  0.450441         0
  2  K     0.551806  0.281415  0.049559        -0
  3  K     0.910312  0.236628  0.141202        -0
  4  K     0.965316  0.224255  0.351505         0
  5  K     0.89234   0.211699  0.750277        -0
  6  K     0.448194  0.718585  0.950441         0
  7  K     0.39234   0.788301  0.749723        -0
  8  K     0.880606  0.227011  0.949257        -0
  9  K     0.119394  0.772989  0.050743        -0
 10  K     0.410312  0.763372  0.358798        -0
 11  K     0.534684  0.224255  0.851505        -0
 12  K     0.034684  0.775745  0.648495        -0
 13  K     0.089688  0.763372  0.858798        -0
 14  K     0.380606  0.772989  0.550743        -0
 15  K     0.619394  0.227011  0.449257        -0
 16  K     0.10766   0.788301  0.249723        -0
 17  K     0.589688  0.236628  0.641202        -0
 18  K     0.465316  0.775745  0.148495         0
 19  K     0.60766   0.211699  0.250277        -0
 20  Ta    0.817116  0.775279  0.195129        -0
 21  Ta    0.25682   0.313622  0.103671        -0
 22  Ta    0.757903  0.766362  0.091251        -0
 23  Ta    0.24318   0.313622  0.603671        -0
 24  Ta    0.75682   0.686378  0.396329        -0
 25  Ta    0.786285  0.650436  0.298214        -0
 26  Ta    0.713715  0.650436  0.798214        -0
 27  Ta    0.317116  0.224721  0.304871        -0
 28  Ta    0.746698  0.719828  0.49185          0
 29  Ta    0.242097  0.233638  0.908749        -0
 30  Ta    0.246698  0.280172  0.00815          0
 31  Ta    0.74318   0.686378  0.896329        -0
 32  Ta    0.742097  0.766362  0.591251        -0
 33  Ta    0.213715  0.349564  0.701786        -0
 34  Ta    0.286285  0.349564  0.201786        -0
 35  Ta    0.182884  0.224721  0.804871        -0
 36  Ta    0.257903  0.233638  0.408749        -0
 37  Ta    0.253302  0.280172  0.50815          0
 38  Ta    0.682884  0.775279  0.695129        -0
 39  Ta    0.753302  0.719828  0.99185          0
 40  Te    0.216174  0.542061  0.946081         0
 41  Te    0.621594  0.477189  0.73627          0
 42  Te    0.088916  0.320699  0.059362         0
 43  Te    0.690725  0.525511  0.153092         0
 44  Te    0.430739  0.263526  0.149917         0
 45  Te    0.197972  0.002097  0.348372         0
 46  Te    0.861872  0.679143  0.736349         0
 47  Te    0.283826  0.542061  0.446081         0
 48  Te    0.845576  0.865877  0.832654         0
 49  Te    0.268358  0.614978  0.65479          0
 50  Te    0.6348    0.983476  0.755977         0
 51  Te    0.825961  0.961543  0.439119         0
 52  Te    0.911084  0.679301  0.940638         0
 53  Te    0.121861  0.067283  0.96241          0
 54  Te    0.602802  0.838616  0.044972         0
 55  Te    0.716174  0.457939  0.553919         0
 56  Te    0.397198  0.161384  0.955028         0
 57  Te    0.154424  0.134123  0.167346         0
 58  Te    0.802028  0.997903  0.651628         0
 59  Te    0.768358  0.385022  0.84521          0
 60  Te    0.1348    0.016524  0.744023         0
 61  Te    0.378406  0.522811  0.26373          0
 62  Te    0.731642  0.385022  0.34521          0
 63  Te    0.069261  0.263526  0.649917         0
 64  Te    0.638128  0.679143  0.236349         0
 65  Te    0.174039  0.038457  0.560881         0
 66  Te    0.325961  0.038457  0.060881         0
 67  Te    0.878139  0.932717  0.03759          0
 68  Te    0.411084  0.320699  0.559362         0
 69  Te    0.878406  0.477189  0.23627          0
 70  Te    0.102802  0.161384  0.455028        -0
 71  Te    0.552877  0.750882  0.635715        -0
 72  Te    0.302028  0.002097  0.848372         0
 73  Te    0.052877  0.249118  0.864285        -0
 74  Te    0.121594  0.522811  0.76373          0
 75  Te    0.138128  0.320857  0.263651         0
 76  Te    0.345576  0.134123  0.667346         0
 77  Te    0.930739  0.736474  0.350083         0
 78  Te    0.8652    0.983476  0.255977         0
 79  Te    0.697972  0.997903  0.151628         0
 80  Te    0.621861  0.932717  0.53759          0
 81  Te    0.309275  0.474489  0.846908         0
 82  Te    0.231642  0.614978  0.15479          0
 83  Te    0.378139  0.067283  0.46241          0
 84  Te    0.342611  0.541399  0.047988         0
 85  Te    0.361872  0.320857  0.763651         0
 86  Te    0.3652    0.016524  0.244023         0
 87  Te    0.674039  0.961543  0.939119         0
 88  Te    0.447123  0.249118  0.364285        -0
 89  Te    0.842611  0.458601  0.452012         0
 90  Te    0.157389  0.541399  0.547988         0
 91  Te    0.588916  0.679301  0.440638         0
 92  Te    0.657389  0.458601  0.952012         0
 93  Te    0.783826  0.457939  0.053919         0
 94  Te    0.809275  0.525511  0.653092         0
 95  Te    0.947123  0.750882  0.135715        -0
 96  Te    0.897198  0.838616  0.544972         0
 97  Te    0.569261  0.736474  0.850083         0
 98  Te    0.190725  0.474489  0.346908         0
 99  Te    0.654424  0.865877  0.332654         0",0.41800000000000015,GGA Static
mp-981313,KTbO3,K1 Tb1 O3,"Full Formula (K1 Tb1 O3)
Reduced Formula: KTbO3
abc   :   4.494844   4.494844   4.494844
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0       0.005
  1  Tb    0.5  0.5  0.5     0.02
  2  O     0.5  0.5  0      -0.644
  3  O     0.5  0    0.5    -0.549
  4  O     0    0.5  0.5    -0.488",0.0,GGA Static
mp-28408,KTcCl3,K1 Tc1 Cl3,"Full Formula (K4 Tc4 Cl12)
Reduced Formula: KTcCl3
abc   :   8.329954   8.329954   9.060211
angles:  86.368344  86.368344 118.290124
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.447384  0.114736  0.603835        -0
  1  K     0.114736  0.447384  0.103835        -0
  2  K     0.506115  0.171283  0.106767        -0
  3  K     0.171283  0.506115  0.606767        -0
  4  Tc    0.775903  0.679625  0.790989        -0
  5  Tc    0.679625  0.775903  0.290989        -0
  6  Tc    0.95492   0.855706  0.932113        -0
  7  Tc    0.855706  0.95492   0.432113        -0
  8  Cl    0.488051  0.515444  0.943274        -0
  9  Cl    0.515444  0.488051  0.443274        -0
 10  Cl    0.125279  0.148981  0.788169        -0
 11  Cl    0.148981  0.125279  0.288169        -0
 12  Cl    0.800357  0.400906  0.821261        -0
 13  Cl    0.400906  0.800357  0.321261        -0
 14  Cl    0.662142  0.869337  0.667376        -0
 15  Cl    0.869337  0.662142  0.167376        -0
 16  Cl    0.769191  0.972972  0.056701        -0
 17  Cl    0.972972  0.769191  0.556701        -0
 18  Cl    0.82405   0.229218  0.395914        -0
 19  Cl    0.229218  0.82405   0.895914        -0",1.6970999999999998,GGA Static
mp-973267,KTcO3,K1 Tc1 O3,"Full Formula (K1 Tc1 O3)
Reduced Formula: KTcO3
abc   :   3.874142   3.874142   3.874142
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  K     -0    -0    -0
  1  Tc     0.5   0.5   0.5
  2  O      0.5   0.5  -0
  3  O      0.5  -0     0.5
  4  O     -0     0.5   0.5",0.0,GGA Static
mp-1184940,KTeO3,K1 Te1 O3,"Full Formula (K1 Te1 O3)
Reduced Formula: KTeO3
abc   :   4.114391   4.114391   4.114391
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0           0
  1  Te    0.5  0.5  0.5        -0
  2  O     0.5  0.5  0           0
  3  O     0.5  0    0.5         0
  4  O     0    0.5  0.5         0",0.0,GGA Static
mp-567718,KTiBr3,K1 Ti1 Br3,"Full Formula (K6 Ti6 Br18)
Reduced Formula: KTiBr3
abc   :  13.399816  13.399816   5.928911
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.356728  0.999092  0.521713     0.002
  1  K     0.642364  0.643272  0.521713     0.002
  2  K     0.999092  0.642364  0.021713     0.002
  3  K     0.000908  0.357636  0.521713     0.002
  4  K     0.643272  0.000908  0.021713     0.002
  5  K     0.357636  0.356728  0.021713     0.002
  6  Ti    0.333333  0.666667  0.802233     0.788
  7  Ti    0.333333  0.666667  0.241134     0.826
  8  Ti    0.666667  0.333333  0.302233     0.788
  9  Ti    0         0         0.017242     1.085
 10  Ti    0         0         0.517242     1.085
 11  Ti    0.666667  0.333333  0.741134     0.826
 12  Br    0.332105  0.83805   0.020787     0.015
 13  Br    0.667895  0.16195   0.520787     0.015
 14  Br    0.504284  0.171932  0.022401    -0.003
 15  Br    0.495716  0.828068  0.522401    -0.003
 16  Br    0.19135   0.096264  0.767429     0.004
 17  Br    0.828068  0.332353  0.022401    -0.003
 18  Br    0.494055  0.332105  0.520787     0.015
 19  Br    0.505945  0.667895  0.020787     0.015
 20  Br    0.096264  0.904914  0.267429     0.004
 21  Br    0.171932  0.667647  0.522401    -0.003
 22  Br    0.80865   0.903736  0.267429     0.004
 23  Br    0.16195   0.494055  0.020787     0.015
 24  Br    0.095086  0.19135   0.267429     0.004
 25  Br    0.903736  0.095086  0.767429     0.004
 26  Br    0.83805   0.505945  0.520787     0.015
 27  Br    0.904914  0.80865   0.767429     0.004
 28  Br    0.667647  0.495716  0.022401    -0.003
 29  Br    0.332353  0.504284  0.522401    -0.003",0.0,GGA Static
mp-568270,KTiCl3,K1 Ti1 Cl3,"Full Formula (K6 Ti6 Cl18)
Reduced Formula: KTiCl3
abc   :  12.631256  12.631256   5.633525
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.662103  0.99597   0.676817     0.001
  1  K     0.00403   0.666133  0.676817     0.001
  2  K     0.337897  0.00403   0.176817     0.001
  3  K     0.666133  0.662103  0.176817     0.001
  4  K     0.333867  0.337897  0.676817     0.001
  5  K     0.99597   0.333867  0.176817     0.001
  6  Ti    0         0         0.512107     1.01
  7  Ti    0.666667  0.333333  0.855619     0.78
  8  Ti    0.666667  0.333333  0.407692     0.8
  9  Ti    0         0         0.012107     1.011
 10  Ti    0.333333  0.666667  0.355619     0.78
 11  Ti    0.333333  0.666667  0.907692     0.8
 12  Cl    0.516209  0.820074  0.132379     0.014
 13  Cl    0.483791  0.179926  0.632379     0.014
 14  Cl    0.839128  0.479038  0.130528    -0.002
 15  Cl    0.303865  0.483791  0.132379     0.014
 16  Cl    0.63991   0.160872  0.130528    -0.002
 17  Cl    0.18077   0.144647  0.262071     0.005
 18  Cl    0.160872  0.520962  0.630528    -0.002
 19  Cl    0.855353  0.036122  0.262071     0.006
 20  Cl    0.144647  0.963878  0.762071     0.006
 21  Cl    0.963878  0.81923   0.262071     0.005
 22  Cl    0.81923   0.855353  0.762071     0.005
 23  Cl    0.820074  0.303865  0.632379     0.014
 24  Cl    0.036122  0.18077   0.762071     0.005
 25  Cl    0.179926  0.696135  0.132379     0.014
 26  Cl    0.696135  0.516209  0.632379     0.014
 27  Cl    0.36009   0.839128  0.630528    -0.002
 28  Cl    0.479038  0.63991   0.630528    -0.002
 29  Cl    0.520962  0.36009   0.130528    -0.002",0.0,GGA Static
mp-2756219,KTiCl3,K1 Ti1 Cl3,"Full Formula (K6 Ti6 Cl18)
Reduced Formula: KTiCl3
abc   :  12.391725  12.386339   5.637247
angles:  89.975605  90.010008 119.969160
pbc   :       True       True       True
Sites (30)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  K      0.661185   0.000662  0.660775     0.001
  1  K     -0.001903   0.659855  0.659985     0.001
  2  K      0.338924   0.001463  0.170361     0.001
  3  K      0.661806   0.661396  0.170561     0.001
  4  K      0.340657   0.339714  0.65996      0.001
  5  K      0.99945    0.337135  0.167662     0.001
  6  Ti    -0.000367  -0.000426  0.488109     0.412
  7  Ti     0.666751   0.333091  0.886859     0.905
  8  Ti     0.666857   0.332653  0.420147     1.051
  9  Ti    -0.000295  -0.000483  0.970719     1.274
 10  Ti     0.333405   0.667249  0.384428     0.9
 11  Ti     0.332892   0.666919  0.917594     1.039
 12  Cl     0.518489   0.819509  0.149201     0.009
 13  Cl     0.48107    0.179941  0.654526     0.009
 14  Cl     0.844173   0.481338  0.152483     0
 15  Cl     0.301678   0.481821  0.152824     0.009
 16  Cl     0.637436   0.154885  0.154938     0.002
 17  Cl     0.18336    0.140475  0.227779     0.003
 18  Cl     0.155274   0.519543  0.65296      0.002
 19  Cl     0.85895    0.042283  0.232617     0.001
 20  Cl     0.143565   0.956548  0.726746     0.005
 21  Cl     0.956246   0.815878  0.233084     0.001
 22  Cl     0.811881   0.85625   0.731336     0.008
 23  Cl     0.821658   0.302644  0.656389     0.01
 24  Cl     0.045768   0.187426  0.726449     0.004
 25  Cl     0.180853   0.700723  0.153112     0.009
 26  Cl     0.697024   0.517572  0.651966     0.009
 27  Cl     0.364037   0.844802  0.648862    -0
 28  Cl     0.480453   0.636841  0.648683    -0
 29  Cl     0.518726   0.362292  0.150493    -0",0.0,
mp-640578,KTiI3,K1 Ti1 I3,"Full Formula (K6 Ti6 I18)
Reduced Formula: KTiI3
abc   :  14.058080  14.058080   6.965316
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.995092  0.678875  0.406307     0.001
  1  K     0.004908  0.321125  0.906307     0.001
  2  K     0.683783  0.004908  0.406307     0.001
  3  K     0.316217  0.995092  0.906307     0.001
  4  K     0.321125  0.316217  0.406307     0.001
  5  K     0.678875  0.683783  0.906307     0.001
  6  Ti    0         0         0.602459     1.676
  7  Ti    0.333333  0.666667  0.779724     1.6
  8  Ti    0         0         0.102459     1.678
  9  Ti    0.333333  0.666667  0.252015     1.604
 10  Ti    0.666667  0.333333  0.279724     1.597
 11  Ti    0.666667  0.333333  0.752015     1.601
 12  I     0.283632  0.796213  0.518964    -0.019
 13  I     0.146677  0.614994  0.01884     -0.011
 14  I     0.385006  0.531682  0.01884     -0.011
 15  I     0.018271  0.844914  0.851823    -0.014
 16  I     0.853323  0.385006  0.51884     -0.012
 17  I     0.844914  0.826643  0.351823    -0.016
 18  I     0.796213  0.51258   0.018964    -0.015
 19  I     0.531682  0.146677  0.51884     -0.011
 20  I     0.155086  0.173357  0.851823    -0.016
 21  I     0.51258   0.716368  0.518964    -0.016
 22  I     0.826643  0.981729  0.851823    -0.016
 23  I     0.716368  0.203787  0.018964    -0.02
 24  I     0.203787  0.48742   0.518964    -0.025
 25  I     0.614994  0.468318  0.51884     -0.011
 26  I     0.173357  0.018271  0.351823    -0.017
 27  I     0.981729  0.155086  0.351823    -0.014
 28  I     0.468318  0.853323  0.01884     -0.011
 29  I     0.48742   0.283632  0.018964    -0.025",0.0,GGA Static
mp-760376,KTiO3,K1 Ti1 O3,"Full Formula (K1 Ti1 O3)
Reduced Formula: KTiO3
abc   :   3.691720   3.691720   5.766897
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b         c    magmom
---  ----  ---  ---  --------  --------
  0  K     0.5  0.5  0.996277    -0
  1  Ti    0    0    0.494761    -0.08
  2  O     0.5  0    0.605874     0.412
  3  O     0    0.5  0.605874     0.455
  4  O     0    0    0.194615     0.038",0.0,GGA Static
mp-1180658,KTiO3,K1 Ti1 O3,"Full Formula (K4 Ti4 O12)
Reduced Formula: KTiO3
abc   :   5.798654   5.798654   9.652997
angles:  90.000000  90.000000 120.000003
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0         0         0.5         -0.001
  1  K     0         0         0           -0.001
  2  K     0.666667  0.333333  0.25         0.003
  3  K     0.333333  0.666667  0.75         0.003
  4  Ti    0.333333  0.666667  0.406049    -0.063
  5  Ti    0.666667  0.333333  0.593951    -0.063
  6  Ti    0.666667  0.333333  0.906049    -0.063
  7  Ti    0.333333  0.666667  0.093951    -0.063
  8  O     0.5       0.5       0.5          0.043
  9  O     0.5       0         0.5          0.036
 10  O     0         0.5       0.5          0.026
 11  O     0.5       0.5       0            0.042
 12  O     0.5       0         0            0.04
 13  O     0         0.5       0            0.024
 14  O     0.195168  0.804832  0.25         0.591
 15  O     0.195168  0.390337  0.25         0.561
 16  O     0.609663  0.804832  0.25         0.506
 17  O     0.804832  0.195168  0.75         0.591
 18  O     0.804832  0.609663  0.75         0.561
 19  O     0.390337  0.195168  0.75         0.506",0.0,GGA Static
mp-1111155,KTlBr3,K1 Tl1 Br3,"Full Formula (K2 Tl2 Br6)
Reduced Formula: KTlBr3
abc   :   8.305649   8.305649   8.305649
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75             0
  1  K     0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  Tl    0         0         0                0
  4  Br    0.761491  0.238509  0.238509        -0
  5  Br    0.238509  0.238509  0.761491        -0
  6  Br    0.238509  0.761491  0.761491        -0
  7  Br    0.238509  0.761491  0.238509        -0
  8  Br    0.761491  0.238509  0.761491        -0
  9  Br    0.761491  0.761491  0.238509        -0",0.9246039538087512,GGA Static
mp-1111296,KTlCl3,K1 Tl1 Cl3,"Full Formula (K2 Tl2 Cl6)
Reduced Formula: KTlCl3
abc   :   7.932071   7.932071   7.932071
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75            -0
  1  K     0.25      0.25      0.25            -0
  2  Tl    0.5       0.5       0.5              0
  3  Tl    0         0         0                0
  4  Cl    0.765387  0.234613  0.234613         0
  5  Cl    0.234613  0.234613  0.765387         0
  6  Cl    0.234613  0.765387  0.765387         0
  7  Cl    0.234613  0.765387  0.234613         0
  8  Cl    0.765387  0.234613  0.765387         0
  9  Cl    0.765387  0.765387  0.234613         0",1.097012712683471,GGA Static
mp-1111295,KTlF3,K1 Tl1 F3,"Full Formula (K2 Tl2 F6)
Reduced Formula: KTlF3
abc   :   6.776575   6.776575   6.776575
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75             0
  1  K     0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  Tl    0         0         0                0
  4  F     0.770261  0.229739  0.229739        -0
  5  F     0.229739  0.229739  0.770261        -0
  6  F     0.229739  0.770261  0.770261        -0
  7  F     0.229739  0.770261  0.229739        -0
  8  F     0.770261  0.229739  0.770261        -0
  9  F     0.770261  0.770261  0.229739        -0",1.9647115283785195,GGA Static
mp-1110822,KTlI3,K1 Tl1 I3,"Full Formula (K2 Tl2 I6)
Reduced Formula: KTlI3
abc   :   8.872875   8.872875   8.872875
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75             0
  1  K     0.25      0.25      0.25             0
  2  Tl    0.5       0.5       0.5              0
  3  Tl    0         0         0                0
  4  I     0.756932  0.243068  0.243068        -0
  5  I     0.243068  0.243068  0.756932        -0
  6  I     0.243068  0.756932  0.756932        -0
  7  I     0.243068  0.756932  0.243068        -0
  8  I     0.756932  0.243068  0.756932        -0
  9  I     0.756932  0.756932  0.243068        -0",0.0,GGA Static
mp-984454,KTlO3,K1 Tl1 O3,"Full Formula (K1 Tl1 O3)
Reduced Formula: KTlO3
abc   :   4.410647   4.410647   4.410647
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0       0.004
  1  Tl    0.5  0.5  0.5    -0.017
  2  O     0.5  0.5  0      -0.342
  3  O     0.5  0    0.5    -0.561
  4  O     0    0.5  0.5    -0.672",0.0,GGA Static
mp-1211295,KTmBr3,K1 Tm1 Br3,"Full Formula (K4 Tm4 Br12)
Reduced Formula: KTmBr3
abc   :   7.603023   7.982060  10.939478
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  K     0.027416  0.428488  0.25        0.006
  1  K     0.972584  0.571512  0.75        0.006
  2  K     0.527416  0.071512  0.75        0.006
  3  K     0.472584  0.928488  0.25        0.006
  4  Tm    0         0         0           0.635
  5  Tm    0.5       0.5       0           0.635
  6  Tm    0         0         0.5         0.635
  7  Tm    0.5       0.5       0.5         0.635
  8  Br    0.300015  0.204026  0.04449    -0
  9  Br    0.699985  0.795974  0.95551    -0
 10  Br    0.800015  0.295974  0.95551    -0
 11  Br    0.699985  0.795974  0.54449    -0
 12  Br    0.199985  0.704026  0.04449    -0
 13  Br    0.300015  0.204026  0.45551    -0
 14  Br    0.199985  0.704026  0.45551    -0
 15  Br    0.800015  0.295974  0.54449    -0
 16  Br    0.599816  0.52316   0.25        0.004
 17  Br    0.400184  0.47684   0.75        0.004
 18  Br    0.099816  0.97684   0.75        0.004
 19  Br    0.900184  0.02316   0.25        0.004",0.0,GGA Static
